,id,instituicao,Programa,mun,titulo,autor,Defesa,biblioteca,grauAcademico,link
626,2365861,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,Niterói,"A Grande Família:  intelectuais de esquerda, Rede Globo e censura durante a ditadura militar (1973 - 1975)",ROBERTA ALVES SILVA,2015-03-20,Biblioteca Central do Gragoatá,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2365861
627,5073493,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,Rio de Janeiro,"Reinventando o inimigo:  História, política e memória na montagem dos dossiês e contra-dossiês da ditadura militar brasileira  (1964-2001) ",PEDRO IVO CARNEIRO TEIXEIRENSE,2017-08-08,Biblioteca Marina São Paulo de Vasconcellos (IFCS),Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5073493
628,5009075,UNIVERSIDADE FEDERAL RURAL DE PERNAMBUCO,HISTÓRIA,Recife,DESENVOLVIMENTO E PRESERVAÇÃO NA CRIAÇÃO DO COMPLEXO INDUSTRIAL PORTUÁRIO DE SUAPE,FRED REGO BARROS PEDROSA,2017-03-30,Biblioteca Central da Universidade Federal Rural de Pernambuco ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5009075
629,5073471,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,Rio de Janeiro,"CASTELLISMO, REPRESSÃO E COMBATE AO INIMIGO INTERNO ",DANIEL ACCIOLY GONCALVES,2017-06-13,Biblioteca Marina São Paulo de Vasconcellos (IFCS),Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5073471
630,1304239,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/FRANCA,HISTÓRIA,Franca,A Escola Nacional de Informações: a formação dos agentes para a inteligência brasileira durante o regime militar,FABIANA DE OLIVEIRA ANDRADE,2014-05-16,UNESP/FCHS/Franca,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1304239
631,1454790,UNIVERSIDADE DE SÃO PAULO,Estudos Judaicos e Arabes,São Paulo,A figura do judeu nas obras de Jorge Amado: Suor e Tenda dos Milagres,KATIA GIOVANA COSTA LIMA,2014-12-19,Florestan Fernandes,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1454790
632,7479632,UNIVERSIDADE FEDERAL DE MATO GROSSO,HISTÓRIA,Cuiabá,JÁ PODEMOS RIR? NOVAS QUESTÕES EM CENA POR MEIO DA TRAJETÓRIA DO ASDRÚBAL TROUXE O TROMBONE (1970 – 1980),NATHALLY ALMEIDA SENA,2018-06-26,Biblioteca Central da UFMT,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=7479632
633,6819661,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( BAURU ),COMUNICAÇÃO,Bauru,ANTONIO CALLADO JORNALISTA: A NARRATIVA DA GRANDE REPORTAGEM E O IDEAL DO BRASIL POSSÍVEL,LILIAN JULIANA MARTINS,2018-08-30,Unesp Bauru,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6819661
634,6308124,FACULDADE DE DIREITO DE VITORIA                             ,DIREITO,Vitória,O DISCURSO DO PROGRESSO E OS IMPACTOS DAS POLÍTICAS DE DESENVOLVIMENTO NACIONAL PARA OS POVOS INDÍGENAS NO BRASIL: O LEGADO DA DITADURA MILITAR EM E PARA ALÉM DA USINA HIDRELÉTRICA DE BELO MONTE,LARA SANTOS ZANGEROLAME TAROCO,2018-03-22,Biblioteca Professor Renato Pacheco - FDV,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6308124
635,6316653,UNIVERSIDADE FEDERAL DO PARANÁ,HISTÓRIA,Curitiba,Design gráfico e resistência cultura em Rogério Duarte (1962-1971),ISABELA MARQUES FUCHS,2018-02-21,Sistema de Biblioteca da UFPR,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6316653
636,7159525,UNIVERSIDADE ESTADUAL DE LONDRINA,Programa de Pós-Graduação em Sociologia,Londrina,PERMANÊNCIAS DO CONSERVADORISMO BRASILEIRO NO PROCESSO DE REDEMOCRATIZAÇÃO NA DÉCADA DE 1980: estudo d’O São Paulo e da edição falsificada MEA CULPA,RAISSA REGINA BRUGIATO RODRIGUES,2018-10-05,Biblioteca Setorial de Ciências Humanas - Universidade Estadual de Londrina,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=7159525
637,6597163,UNIVERSIDADE DE BRASÍLIA,HISTÓRIA,Brasília,“As vidas de Zuzu”: as memórias construídas sobre Zuzu Angel nos jornais Folha de São Paulo e O Globo (1985-1998),ANA PAULA MOREIRA PINTO DUARTE,2018-03-19,bce,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6597163
638,2909552,UNIVERSIDADE SALGADO DE OLIVEIRA,HISTÓRIA,Niterói,O PAPEL DA ORDEM DOS ADVOGADOS DO BRASIL (OAB) NA DEFESA DO ESTADO DEMOCRÁTICO DE DIREITO (1961 -1979),MICHELE PENHA DA SILVA ARAUJO,2015-11-25,Universidade Salgado de Oliveira,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2909552
639,2070234,UNIVERSIDADE DE SÃO PAULO,Mudança Social e Participação Política,São Paulo,Alianças trans-fronteiriças: memória política de ações de solidariedade na Costa Rica no contexto da ditadura militar somozista,ELVIRA RIBA HERNANDEZ,2014-10-21,"Escola de Artes, Ciências e Humanidades - Universidade de São Paulo",Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2070234
640,200338032001010027P6,UNIVERSIDADE FEDERAL DE MINAS GERAIS,DIREITO,BELO HORIZONTE,Da Tortura,Flávia Camello Teixeira,2003-04-01,Biblioteca Universitária da UFMG,Mestrado,
641,1376608,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO,COMUNICAÇÃO,Rio de Janeiro,"Nômades, exilados e sobreviventes: o íntimo e o público e as imagens da ditadura militar no cinema documental contemporâneo brasileiro",ITAUANA FONSECA COQUET,2014-03-26,DBD - PUC-Rio,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1376608
642,4431129,UNIVERSIDADE FEDERAL DO PARÁ,HISTÓRIA,Belém,"De assombros e sonhos: lugares no Tempo Presente para a convergência militar-civil ao discurso de um ""Brasil Grande"" na Amazônia Paraense (1970-1974).",ELIEZER DA ROCHA GONCALVES,2016-09-23,UFPA,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4431129
643,4013917,UNIVERSIDADE FEDERAL DE MINAS GERAIS,EDUCAÇÃO,Belo Horizonte,Filosofia da educação: uma história da disciplina no curso de Pedagogia da Universidade Federal de Minas Gerais [1968 1985],AURILANE MESQUITA FREITAS,2016-06-13,Biblioteca Digital de Teses e Dissertações da UFMG,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4013917
644,4968655,UNIVERSIDADE PRESBITERIANA MACKENZIE,LETRAS,São Paulo,"JORNALISMO LITERÁRIO E CINEMA: Uma análise de O que é isso, companheiro?",RAFAEL FONSECA SANTOS,2016-12-14,Biblioteca George Alexander,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4968655
645,4630750,UNIVERSIDADE FEDERAL DE SÃO CARLOS,CIENCIA POLITICA,São Carlos,COMISSÃO NACIONAL DA VERDADE: LIMITES E DESAFIOS,BRUNA FERRARI PEREIRA,2016-04-18,Biblioteca Comunitária da UFSCar,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4630750
646,571312,UNIVERSIDADE FEDERAL DE SÃO CARLOS,EDUCAÇÃO,São Carlos,"ALMAS INTEGRADAS Política Educacional, Educação Moral e Cívica e Formação do Cidadão na  Ditadura Militar (Brasil-1964/1974)",MARCELO GONZAGA DOS SANTOS,2013-09-25,Biblioteca Digital de Teses e Dissertações - BCo/UFSCar,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=571312
647,2511393,UNIVERSIDADE FEDERAL FLUMINENSE,Direito Constitucional,Niterói,"A DITADURA MILITAR, AS RESPOSTAS PÓS-CONFLITO E O NOVO DIREITO INTERNACIONAL: UMA ANÁLISE DO CASO BRASILEIRO",EDUARDO LIPUS GOMES,2013-03-27,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2511393
648,4626447,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,Niterói,A experiência do cinema engajado brasileiro através de Cabra marcado para morrer: Entre o cinema e a história,ALEXANDRE IRIGIYEN VANDER VELDEN,2016-06-29,Biblioteca Central do Gragoatá,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4626447
649,4647439,UNIVERSIDADE DE SÃO PAULO,CIÊNCIA  POLÍTICA,São Paulo,A atuação do Ministério Público Federal na persecução penal das graves violações de direitos humanos ocorridas na ditadura militar no Brasil,PEDRO HENRIQUE AQUINO DE FREITAS,2016-12-13,"Biblioteca Florestan Fernandes, da Faculdade de Filosofia, Letras e Ciências Humanas",Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4647439
650,4877479,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ASSIS ),HISTÓRIA,Assis,CULTURA E POLÍTICA NO CLUBE DE CINEMA DE ASSIS: um projeto de formação e interiorização da cultura cinematográfica (1960 – 1983),PRISCILA CONSTANTINO SALES,2016-08-03,FCL ASSIS,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=4877479
651,3318641,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,PLANEJAMENTO URBANO E REGIONAL,Rio de Janeiro,AS TRANSFORMAÇÕES NA POLÍTICA HABITACIONAL A PARTIR DAS DITADURAS MILITARES. CAUSA OU EFEITO? ANÁLISE COMPARADO BRASIL - CHILE,MARISOL EUGENIA BRITO DOERR,2015-12-02,IPPUR/UFRJ,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3318641
652,2492032,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,São Paulo,A contribuição da habitação popular no processo de acumulação capitalista no Brasil: o caso do Complexo Habitacional Cidade Tiradentes na periferia paulistana (1975-1998),EDIMILSOM PERES CASTILHO,2015-04-22,PUC/SP,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2492032
653,200428933004030009P4,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO/ARARAQUARA,LINGUÍSTICA E LÍNGUA PORTUGUESA,Araraquara,TIJOLO COM TIJOLO NUMA CONSTRUÇÃO DE SUJEITOS:O discurso do sujeito-trabalhador na obra musical de Chico Buarque de Hollanda durante a ditadura militar.,Arnaldo de Oliveira Barreto Júnior,2004-10-01,Faculdade de Ciências e Letras,Mestrado,
654,200512033004013063P4,UNIVERSIDADE EST.PAULISTA JÚLIO DE MESQUITA FILHO,ARTES,SÃO PAULO,"Rir pra não chorar  o humor gráfico no período da ditadura militar no Brasil (1974-1984), no Salão Internacional de Humor de Piracicaba",Mauricio Boldrin Zampaulo,2005-02-01,Reitoria e Instituto de Artes da UNESP,Mestrado,
655,20121340002012017P0,UNIVERSIDADE ESTADUAL DE LONDRINA,CIÊNCIAS SOCIAIS,LONDRINA,A Teologia da Libertação sob o discurso de lideranças protestantes durante a ditadura militar (1964-1985) em Londrina-PR,LUIZ ERNESTO GUIMARÃES,2012-08-01,Biblioteca Central da UEL,Mestrado,
656,2034709,UNIVERSIDADE FEDERAL DA BAHIA,CIÊNCIAS SOCIAIS,Salvador,NO JOGO DE CINTURA”: POLÍTICA DIALOGA COM CULTURA. UM ESTUDO SOBRE A TRAJETÓRIA DO CLUBE DE LEITURA DO COLÉGIO DA BAHIA. 1964 – 1969.,MARIA CAROLINA SOARES SANTANA,2014-03-18,Isaias Alves - FFCH,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2034709
657,1565974,UNIVERSIDADE FEDERAL DE SANTA MARIA,PATRIMÔNIO CULTURAL,Santa Maria,O PATRIMÔNIO DOCUMENTAL DA DITADURA MILITAR BRASILEIRA: O PAPEL DAS ASSESSORIAS DE SEGURANÇA E INFORMAÇÕES NO CONTEXTO DAS UNIVERSIDADES,CESAR AUGUSTO FREITAS JACQUES,2014-11-12,Biblioteca Central da UFSM,Mestrado Profissional,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=1565974
658,108562,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,HISTÓRIA SOCIAL,Rio de Janeiro,A influência doutrinária francesa no pensamento do Exércitobrasileiro (1955-1961),DANIEL ACCIOLY GONCALVES,2013-06-03,Biblioteca Marina São Paulo de Vasconcellos (IFCS),Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=108562
659,97786,UNIVERSIDADE DE BRASÍLIA,ESTUDOS COMPARADOS SOBRE AS AMÉRICAS,Brasília,Mal necessário? A memória da ditadura militar brasileira (1964-1985) entre os estudantes de graduação da UnB,ANALU DORES FERNANDES,2013-09-04,UnB,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=97786
660,128663,UNIVERSIDADE FEDERAL DE SANTA CATARINA,HISTÓRIA,Florianópolis,Trajetórias e experiências do movimento operário sindical de Criciúma  SC: Da Ditadura Militar a Nova República: (1964-1990).,ANTONIO LUIZ MIRANDA,2013-04-05,BU Central UFSC,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=128663
661,6776957,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA ECONÔMICA,São Paulo,Crise da dívida durante a ditadura militar na imprensa alternativa: uma análise do Jornal O Trabalho entre 1978 e 1985,LUA DE CAMPOS CUPOLILLO,2018-11-21,Biblioteca digital USP / Biblioteca Florestan Fernandes. http://www.teses.usp.br/?lang=pt-br,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6776957
662,6976628,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,CIÊNCIAS SOCIAIS,São Paulo,A resistência na Assembleia Legislativa de São Paulo: como atuaram os deputados estaduais que combateram a ditadura militar,VIVIANE ORANGES CEZARINO,2018-04-24,PUC/SP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6976628
663,3348838,UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE,ARTES CÊNICAS,Natal,Atuações e papéis femininos: o corpo a corpo da atriz no teatro pernambucano durante a ditadura militar,GIRLANE CRISTINA SIQUEIRA DA SILVA,2015-03-10,Biblioteca Central Zila Mamede - UFRN,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3348838
664,2088983,UNIVERSIDADE FEDERAL DE SÃO CARLOS,IMAGEM E SOM,São Carlos,"O guerreiro sem ação: Gênese do processo criativo do filme O Bravo Guerreiro, 1969, de Gustavo Dahl",JULIO CESAR BAZANINI,2014-09-30,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2088983
665,184461,UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Direito,Uberlândia,"O DIREITO A VERDADE VERSUS O ESQUECIMENTO: O JULGAMENTO DA ARGUIÇÃO DE DESCUMPRIMENTO DE PRECEITO FUNDAMENTAL Nº 153, À LUZ DAS DIMENSÕES POLÍTICAS DA JUSTIÇA DE TRANSIÇÃO E DOS DIREITOS E GARANTIAS FUNDAMENTAIS DA CONSTITUIÇÃO FEDERAL DE 1988.",MURILO NAVES AMARAL,2014-02-03,SISTEMA DE BIBLIOTECAS DA UNIVERSIDADE FEDERAL DE UBERLÂNDIA,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=184461
666,5734349,UNIVERSIDADE DE SÃO PAULO,DIREITO,São Paulo,CONTROLE DE CONSTITUCIONALIDADE EM CONTEXTOS AUTORITÁRIOS NO BRASIL: REPRESENTAÇÕES E RECLAMAÇÕES POR INCONSTITUCIONALIDADE DAS LEIS NA DITADURA MILITAR (1964-1976),NATALIE REZENDE BATISTA,2017-11-06,Faculdade de Direito USP,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5734349
667,5252851,UNIVERSIDADE FEDERAL DE SANTA CATARINA,DIREITO,Florianópolis,JURISTAS E DITADURA: UMA HISTÓRIA POLÍTICA DA FACULDADE DE DIREITO DA UFSC DURANTE A DITADURA  MILITAR (1964-1968),RODRIGO ALESSANDRO SARTOTI,2017-02-17,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5252851
668,6355682,UNIVERSIDADE ESTADUAL PAULISTA JÚLIO DE MESQUITA FILHO ( ARARAQUARA ),ESTUDOS LITERÁRIOS,Araraquara,"LITERATURA E DITADURA, ENTRE A CASA E A RUA: ecos de resistência nos romances O pardal é um pássaro azul de Heloneida Studart e Tropical Sol da Liberdade de Ana Maria Machado",EVELYN CAROLINE DE MELLO,2018-05-18,UNESP - Faculdade de Ciências e Letras - Câmpus de Araraquara,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=6355682
669,7449663,Centro Universitário Autônomo do Brasil,DIREITO,Curitiba,HERANÇA DO PASSADO: DIREITO E TRANSIÇÃO NA BATALHA DO CENTRO CÍVICO DE 2015,ANTONIO CARLOS GONCALVES FILHO,2018-03-09,HELENA KOLODY,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=7449663
670,3078473,UNIVERSIDADE FEDERAL DE MINAS GERAIS,HISTÓRIA,Belo Horizonte,"A Ditadura Militar Brasileira e a Telenovela: Política, Influências e Censura nas Obras Irmãos Coragem e Fogo sobre Terra”",GABRIELA SILVA GALVAO,2015-04-28,Prof. Antônio Luiz Paixão e Biblioteca Central da UFMG,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3078473
671,5010926,UNIVERSIDADE FEDERAL DE JUIZ DE FORA,COMUNICAÇÃO,Juiz de Fora,Um Trem no Caminho da Ditadura Militar: narrativas ressignificadas a partir dos depoimentos da Comissão Municipal da Verdade,GLORIA MARIA DE OLIVEIRA BALTAZAR,2017-02-17,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5010926
672,5484902,UNIVERSIDADE FEDERAL DE OURO PRETO,Educação,Mariana,"SER PROFESSOR NA DITADURA MILITAR BRASILEIRA (1964-1985): histórias, experiências e narrativas de docentes de Mariana-MG",MARIA FERNANDA SILVA BARBOSA,2017-08-28,Alphonsus de Guimaraens,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=5484902
673,3592826,UNIVERSIDADE FEDERAL DO ESPÍRITO SANTO,LETRAS,Vitória,"Nas Huellas de Valenzuela: Marcas de Resistência, Memória e Cicatriz da Ditadura Militar Argentina na Narrativa de Luisa Valenzuela",VITOR BOURGUIGNON VOGAS,2016-03-09,Biblioteca Central da Ufes,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3592826
674,3681463,UNIVERSIDADE DE SÃO PAULO,HISTÓRIA SOCIAL,São Paulo,'Como pode um povo vivo viver nesta carestia': o movimento do custo de vida em São Paulo (1973-1982),THIAGO WILLIAM NUNES GUSMAO MONTEIRO,2015-12-07,undefined,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=3681463
675,2358446,UNIVERSIDADE FEDERAL FLUMINENSE,HISTÓRIA,Niterói,Ciências sociais e pensamento político: o grupo da USP e a frente democrática a partir dos semanários Opinião e Movimento (1972-1981).,HUGO ALEXANDRE DE LEMOS BELLUCCO,2015-03-17,Biblioteca Central do Gragoatá,Doutorado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2358446
676,2534020,UNIVERSIDADE FEDERAL DO PARÁ,DIREITO,Belém,DESAPARECIMENTO FORÇADO DE PESSOAS E A JURISPRUDÊNCIA DA CORTE INTERAMERICANA DE DIREITOS HUMANOS BELÉM,DOUGLAS TARCISIO REIS DA SILVA,2015-03-30,Biblioteca setorial do Instituto de Ciências Jurídicas,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2534020
677,2789843,UNIVERSIDADE FEDERAL DE SÃO CARLOS,"CIÊNCIA, TECNOLOGIA E SOCIEDADE",São Carlos,"O PROCESSO CRIATIVO EM SEGREDO DE ESTADO, DE ANTONIETA DIAS  DE MORAES: MARCAS DO MILITARISMO E REPRESENTAÇÕES SOCIAIS",IVANILDES REGINA DE MENEZES,2015-11-30,Biblioteca Comunitária UFSCar,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2789843
678,2539580,UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO,RELAÇÕES INTERNACIONAIS,Rio de Janeiro,Diplomacia e repressão política: a atuação do Centro de Informações do  Exterior e da Divisão de Segurança e Informações do Ministério das  Relações Exteriores no Chile (1968-1973),ALESSANDRA BEBER CASTILHO,2015-09-22,IFCH - 9º andar,Mestrado,https://sucupira.capes.gov.br/sucupira/public/consultas/coleta/trabalhoConclusao/viewTrabalhoConclusao.jsf?popup=true&id_trabalho=2539580
679,20123833005010010P8,PONTIFÍCIA UNIVERSIDADE CATÓLICA DE SÃO PAULO,HISTÓRIA,SÃO PAULO,A construção jurídica da impunidade do crime de tortura o legado bonapartista da violência e o estado democrático de direito no Brasil,Felipe Toledo Magane,2012-12-01,Puc SP,Doutorado,
